date,count,total_count,ratio
"2011-12-29","1","12652","7.90388871325e-05"
"2011-12-30","0","12274","0"
"2011-12-31","0","8793","0"
"2012-01-01","1","7822","0.000127844541038"
"2012-01-02","3","9735","0.000308166409861"
"2012-01-03","2","12259","0.000163145444163"
"2012-01-04","0","14477","0"
"2012-01-05","7","14448","0.000484496124031"
"2012-01-06","0","14608","0"
"2012-01-07","0","9331","0"
"2012-01-08","0","8820","0"
"2012-01-09","0","13805","0"
"2012-01-10","3","14925","0.000201005025126"
"2012-01-11","6","15226","0.000394062787337"
"2012-01-12","0","14380","0"
"2012-01-13","1","14501","6.89607613268e-05"
"2012-01-14","1","9453","0.000105786522797"
"2012-01-15","1","8277","0.000120816721034"
"2012-01-16","0","11379","0"
"2012-01-17","1","13424","7.44934445769e-05"
"2012-01-18","1","14593","6.85260056191e-05"
"2012-01-19","6","15206","0.000394581086413"
"2012-01-20","0","15582","0"
"2012-01-21","1","9001","0.000111098766804"
"2012-01-22","1","9125","0.000109589041096"
"2012-01-23","1","12910","7.74593338497e-05"
"2012-01-24","1","14526","6.8842076277e-05"
"2012-01-25","0","15127","0"
"2012-01-26","5","14805","0.000337723741979"
"2012-01-27","0","14725","0"
"2012-01-28","1","9862","0.000101399310485"
"2012-01-29","0","8503","0"
"2012-01-30","1","13373","7.47775368279e-05"
"2012-01-31","2","14023","0.000142622833916"
"2012-02-01","1","14565","6.86577411603e-05"
"2012-02-02","2","15372","0.000130106687484"
"2012-02-03","0","14004","0"
"2012-02-04","2","8880","0.000225225225225"
"2012-02-05","0","8270","0"
"2012-02-06","1","12183","8.20815890996e-05"
"2012-02-07","5","13695","0.000365096750639"
"2012-02-08","7","13803","0.000507136129827"
"2012-02-09","0","14665","0"
"2012-02-10","2","13955","0.000143317807238"
"2012-02-11","2","8868","0.000225529995489"
"2012-02-12","0","8349","0"
"2012-02-13","7","8578","0.000816041035206"
"2012-02-14","0","9273","0"
"2012-02-15","1","14490","6.90131124914e-05"
"2012-02-16","1","14745","6.78195998644e-05"
"2012-02-17","3","14067","0.000213265088505"
"2012-02-18","2","8966","0.000223064911889"
"2012-02-19","2","8306","0.000240789790513"
"2012-02-20","22","10600","0.00207547169811"
"2012-02-21","2","9264","0.000215889464594"
"2012-02-22","3","12818","0.000234045872991"
"2012-02-23","0","14535","0"
"2012-02-24","5","14039","0.000356150722986"
"2012-02-25","0","9059","0"
"2012-02-26","0","8508","0"
"2012-02-27","3","13155","0.000228050171038"
"2012-02-28","2","13980","0.000143061516452"
"2012-02-29","1","14465","6.9132388524e-05"
"2012-03-01","0","14706","0"
"2012-03-02","0","14173","0"
"2012-03-03","0","9158","0"
"2012-03-04","0","8564","0"
"2012-03-05","0","12920","0"
"2012-03-06","4","14119","0.000283306183157"
"2012-03-07","8","14495","0.00055191445326"
"2012-03-08","3","14584","0.000205704882063"
"2012-03-09","5","14384","0.000347608453838"
"2012-03-10","0","8926","0"
"2012-03-11","2","7779","0.000257102455328"
"2012-03-12","0","9103","0"
"2012-03-13","1","13758","7.26849832825e-05"
"2012-03-14","1","14359","6.96427327808e-05"
"2012-03-15","2","14314","0.000139723347771"
"2012-03-16","2","13940","0.000143472022956"
"2012-03-17","3","8715","0.000344234079174"
"2012-03-18","2","8032","0.000249003984064"
"2012-03-19","3","12933","0.000231964741359"
"2012-03-20","1","13839","7.22595563263e-05"
"2012-03-21","1","14494","6.89940665103e-05"
"2012-03-22","1","14632","6.83433570257e-05"
"2012-03-23","0","14350","0"
"2012-03-24","0","8869","0"
"2012-03-25","0","8436","0"
"2012-03-26","0","12253","0"
"2012-03-27","3","12377","0.00024238506908"
"2012-03-28","0","15824","0"
"2012-03-29","1","14520","6.8870523416e-05"
"2012-03-30","0","14288","0"
"2012-03-31","4","8695","0.000460034502588"
"2012-04-01","2","8043","0.000248663434042"
"2012-04-02","0","12852","0"
"2012-04-03","0","13521","0"
"2012-04-04","0","14266","0"
"2012-04-05","2","14245","0.0001404001404"
"2012-04-06","1","12619","7.92455820588e-05"
"2012-04-07","0","8451","0"
"2012-04-08","0","8224","0"
"2012-04-09","1","11972","8.35282325426e-05"
"2012-04-10","3","12959","0.000231499344085"
"2012-04-11","0","14772","0"
"2012-04-12","0","16519","0"
"2012-04-13","1","14769","6.77093912926e-05"
"2012-04-14","2","8944","0.000223613595707"
"2012-04-15","0","8646","0"
"2012-04-16","1","12893","7.7561467463e-05"
"2012-04-17","0","14295","0"
"2012-04-18","0","14086","0"
"2012-04-19","11","14006","0.000785377695273"
"2012-04-20","2","13943","0.000143441153267"
"2012-04-21","2","8206","0.000243724104314"
"2012-04-22","3","8106","0.000370096225019"
"2012-04-23","0","12740","0"
"2012-04-24","5","15801","0.000316435668629"
"2012-04-25","1","15263","6.55179191509e-05"
"2012-04-26","0","15079","0"
"2012-04-27","1","14179","7.05268354609e-05"
"2012-04-28","0","8746","0"
"2012-04-29","0","8030","0"
"2012-04-30","5","12561","0.0003980574795"
"2012-05-01","2","13151","0.000152079689757"
"2012-05-02","1","14996","6.66844491864e-05"
"2012-05-03","1","14453","6.91897875874e-05"
"2012-05-04","2","20179","9.91129391942e-05"
"2012-05-05","0","8355","0"
"2012-05-06","1","8025","0.0001246105919"
"2012-05-07","9","11164","0.000806162665711"
"2012-05-08","3","14333","0.000209307193191"
"2012-05-09","4","14033","0.000285042400057"
"2012-05-10","1","14083","7.1007597813e-05"
"2012-05-11","1","13500","7.40740740741e-05"
"2012-05-12","0","8124","0"
"2012-05-13","1","7808","0.000128073770492"
"2012-05-14","2","13202","0.000151492198152"
"2012-05-15","11","12735","0.00086376128779"
"2012-05-16","0","13984","0"
"2012-05-17","3","13730","0.000218499635834"
"2012-05-18","2","13830","0.000144613159798"
"2012-05-19","0","8151","0"
"2012-05-20","1","7974","0.000125407574618"
"2012-05-21","1","13101","7.63300511411e-05"
"2012-05-22","1","13491","7.41234897339e-05"
"2012-05-23","0","14178","0"
"2012-05-24","2","13695","0.000146038700256"
"2012-05-25","3","12876","0.000232991612302"
"2012-05-26","3","7838","0.00038275070171"
"2012-05-27","0","7325","0"
"2012-05-28","4","8166","0.000489835904972"
"2012-05-29","0","10703","0"
"2012-05-30","0","11776","0"
"2012-05-31","2","12545","0.000159426066162"
"2012-06-01","1","14667","6.81802686303e-05"
"2012-06-02","0","8996","0"
"2012-06-03","1","8422","0.000118736642128"
"2012-06-04","1","11535","8.6692674469e-05"
"2012-06-05","1","11563","8.6482746692e-05"
"2012-06-06","0","12731","0"
"2012-06-07","1","12422","8.05023345677e-05"
"2012-06-08","1","11879","8.41821702163e-05"
"2012-06-09","0","6654","0"
"2012-06-10","0","8113","0"
"2012-06-11","1","11391","8.77886050391e-05"
"2012-06-12","2","15143","0.000132074225715"
"2012-06-13","3","15197","0.000197407383036"
"2012-06-14","3","14554","0.000206128899272"
"2012-06-15","0","14398","0"
"2012-06-16","0","8245","0"
"2012-06-17","1","8085","0.000123685837972"
"2012-06-18","0","14410","0"
"2012-06-19","6","15260","0.000393184796855"
"2012-06-20","5","15616","0.00032018442623"
"2012-06-21","2","15804","0.000126550240445"
"2012-06-22","2","15052","0.000132872707946"
"2012-06-23","1","8759","0.000114168284051"
"2012-06-24","0","8033","0"
"2012-06-25","2","13629","0.000146745909458"
"2012-06-26","3","13879","0.000216153901578"
"2012-06-27","0","14885","0"
"2012-06-28","7","14593","0.000479682039334"
"2012-06-29","1","12505","7.99680127949e-05"
"2012-06-30","0","5049","0"
"2012-07-01","2","4877","0.000410088168956"
"2012-07-02","2","8577","0.000233181765186"
"2012-07-03","3","9263","0.000323869156861"
"2012-07-04","2","6175","0.000323886639676"
"2012-07-05","2","8553","0.000233836080907"
"2012-07-06","2","8865","0.000225606316977"
"2012-07-07","3","4891","0.000613371498671"
"2012-07-08","1","4748","0.000210614995788"
"2012-07-09","1","8492","0.000117757889779"
"2012-07-10","3","9148","0.00032794053345"
"2012-07-11","1","9484","0.000105440742303"
"2012-07-12","2","9551","0.000209402156842"
"2012-07-13","4","9320","0.000429184549356"
"2012-07-14","1","4881","0.00020487604999"
"2012-07-15","1","2211","0.000452284034374"
"2012-07-16","0","2871","0"
"2012-07-17","0","4846","0"
"2012-07-18","0","9749","0"
"2012-07-19","2","9987","0.00020026033844"
"2012-07-20","0","9385","0"
"2012-07-21","2","5186","0.000385653682993"
"2012-07-22","0","5161","0"
"2012-07-23","3","8695","0.000345025876941"
"2012-07-24","0","9489","0"
"2012-07-25","1","10108","9.89315393748e-05"
"2012-07-26","3","10159","0.00029530465597"
"2012-07-27","1","9551","0.000104701078421"
"2012-07-28","1","5408","0.000184911242604"
"2012-07-29","0","4923","0"
"2012-07-30","0","8895","0"
"2012-07-31","0","9863","0"
"2012-08-01","1","10933","9.14662032379e-05"
"2012-08-02","1","12992","7.69704433498e-05"
"2012-08-03","3","9902","0.000302969097152"
"2012-08-04","4","5899","0.000678081030683"
"2012-08-05","6","5921","0.00101334234082"
"2012-08-06","2","13103","0.000152636800733"
"2012-08-07","3","13918","0.00021554821095"
"2012-08-08","2","15550","0.000128617363344"
"2012-08-09","0","14478","0"
"2012-08-10","3","13903","0.000215780766741"
"2012-08-11","5","9093","0.000549873529088"
"2012-08-12","2","8166","0.000244917952486"
"2012-08-13","1","12769","7.83146683374e-05"
"2012-08-14","2","13274","0.000150670483652"
"2012-08-15","4","14175","0.000282186948854"
"2012-08-16","0","14202","0"
"2012-08-17","6","13536","0.000443262411348"
"2012-08-18","2","7991","0.000250281566763"
"2012-08-19","0","7368","0"
"2012-08-20","2","13181","0.000151733555876"
"2012-08-21","0","13448","0"
"2012-08-22","0","13829","0"
"2012-08-23","0","13999","0"
"2012-08-24","0","13413","0"
"2012-08-25","1","8510","0.000117508813161"
"2012-08-26","0","8091","0"
"2012-08-27","1","12908","7.74713356058e-05"
"2012-08-28","2","14528","0.000137665198238"
"2012-08-29","2","16519","0.000121072704159"
"2012-08-30","6","15737","0.000381267077588"
"2012-08-31","14","15387","0.000909858971859"
"2012-09-01","2","9176","0.000217959895379"
"2012-09-02","0","8564","0"
"2012-09-03","0","10033","0"
"2012-09-04","7","14596","0.00047958344752"
"2012-09-05","4","16623","0.000240630451784"
"2012-09-06","2","16380","0.0001221001221"
"2012-09-07","2","15654","0.000127762872109"
"2012-09-08","2","9196","0.000217485863419"
"2012-09-09","0","8989","0"
"2012-09-10","2","14209","0.000140755858963"
"2012-09-11","3","15329","0.000195707482549"
"2012-09-12","1","18814","5.31519081535e-05"
"2012-09-13","9","20452","0.00044005476237"
"2012-09-14","2","19635","0.000101858925388"
"2012-09-15","0","11774","0"
"2012-09-16","1","11458","8.72752661896e-05"
"2012-09-17","0","18882","0"
"2012-09-18","3","20059","0.000149558801535"
"2012-09-19","0","21120","0"
"2012-09-20","4","21175","0.000188902007084"
"2012-09-21","1","15924","6.27982918865e-05"
"2012-09-22","0","9246","0"
"2012-09-23","1","10890","9.18273645546e-05"
"2012-09-24","2","19392","0.000103135313531"
"2012-09-25","1","15935","6.27549419517e-05"
"2012-09-26","1","20625","4.84848484848e-05"
"2012-09-27","2","21536","9.2867756315e-05"
"2012-09-28","2","21157","9.45313607789e-05"
"2012-09-29","0","11650","0"
"2012-09-30","7","9339","0.000749544919156"
"2012-10-01","31","20299","0.00152716882605"
"2012-10-02","2","20580","9.71817298348e-05"
"2012-10-03","1","20705","4.82975126781e-05"
"2012-10-04","6","22132","0.000271100668715"
"2012-10-05","6","20223","0.000296691885477"
"2012-10-06","0","11354","0"
"2012-10-07","1","10672","9.37031484258e-05"
"2012-10-08","8","17214","0.00046473800395"
"2012-10-09","0","16301","0"
"2012-10-10","1","18570","5.38502961766e-05"
"2012-10-11","5","18534","0.000269774468544"
"2012-10-12","2","18116","0.000110399646721"
"2012-10-13","1","10683","9.36066647945e-05"
"2012-10-14","2","10269","0.000194760930957"
"2012-10-15","0","17379","0"
"2012-10-16","8","19242","0.000415757197796"
"2012-10-17","6","19450","0.000308483290488"
"2012-10-18","0","20958","0"
"2012-10-19","2","19050","0.00010498687664"
"2012-10-20","2","9963","0.000200742748168"
"2012-10-21","0","9970","0"
"2012-10-22","0","17308","0"
"2012-10-23","1","20376","4.90773458971e-05"
"2012-10-24","2","22248","8.98957209637e-05"
"2012-10-25","1","21782","4.5909466532e-05"
"2012-10-26","14","20602","0.000679545675177"
"2012-10-27","0","11149","0"
"2012-10-28","0","10874","0"
"2012-10-29","5","18925","0.000264200792602"
"2012-10-30","5","18367","0.000272227364295"
"2012-10-31","2","20611","9.7035563534e-05"
"2012-11-01","1","21681","4.61233337946e-05"
"2012-11-02","1","20038","4.99051801577e-05"
"2012-11-03","1","11838","8.44737286704e-05"
"2012-11-04","2","10975","0.000182232346241"
"2012-11-05","4","20905","0.000191341784262"
"2012-11-06","3","21706","0.000138210633005"
"2012-11-07","0","26985","0"
"2012-11-08","0","23701","0"
"2012-11-09","6","23532","0.000254971953085"
"2012-11-10","0","12934","0"
"2012-11-11","0","11971","0"
"2012-11-12","1","19331","5.17303812529e-05"
"2012-11-13","3","22302","0.00013451708367"
"2012-11-14","2","24234","8.25286787159e-05"
"2012-11-15","0","23958","0"
"2012-11-16","2","22937","8.71953612068e-05"
"2012-11-17","0","13019","0"
"2012-11-18","2","11736","0.000170415814588"
"2012-11-19","5","20577","0.000242989745833"
"2012-11-20","3","23152","0.000129578438148"
"2012-11-21","18","23275","0.000773361976369"
"2012-11-22","1","13308","7.51427712654e-05"
